,year,death_cause,state,death_number,age,adjusted_age
542,1999,Influenza and pneumonia,Massachusetts,1904,26.81,26.81
543,1999,Influenza and pneumonia,Michigan,2307,24.65,24.65
544,1999,Influenza and pneumonia,Minnesota,1077,21.09,21.09
545,1999,Influenza and pneumonia,Mississippi,801,29.84,29.84
546,1999,Influenza and pneumonia,Missouri,1716,28.33,28.33
547,1999,Influenza and pneumonia,Montana,252,26.46,26.46
548,1999,Influenza and pneumonia,Nebraska,459,23.03,23.03
549,1999,Influenza and pneumonia,Nevada,319,22.22,22.22
550,1999,Influenza and pneumonia,New Hampshire,187,16.23,16.23
551,1999,Cancer,Colorado,5863,171.14,34.258501811382494
552,1999,Influenza and pneumonia,New Jersey,2075,23.94,23.94
553,1999,Influenza and pneumonia,New Mexico,374,24.17,24.17
554,1999,Influenza and pneumonia,New York,5482,28.38,28.38
555,1999,Influenza and pneumonia,North Carolina,1891,26.53,26.53
556,1999,Influenza and pneumonia,North Dakota,157,19.43,19.43
557,1999,Influenza and pneumonia,Ohio,2641,22.89,22.89
558,1999,Influenza and pneumonia,Oklahoma,1007,28.05,28.05
559,1999,Influenza and pneumonia,Oregon,695,19.48,19.48
560,1999,Influenza and pneumonia,Pennsylvania,3116,20.93,20.93
561,1999,Influenza and pneumonia,Rhode Island,300,23.57,23.57
562,1999,Influenza and pneumonia,South Carolina,883,25.24,25.24
563,1999,Influenza and pneumonia,South Dakota,264,28.22,28.22
564,1999,Influenza and pneumonia,Tennessee,1588,29.71,29.71
565,1999,Influenza and pneumonia,Texas,3534,22.38,22.38
567,1999,Influenza and pneumonia,Utah,391,27.09,27.09
568,1999,Influenza and pneumonia,Vermont,134,21.7,21.7
569,1999,Influenza and pneumonia,Virginia,1594,27.14,27.14
570,1999,Influenza and pneumonia,Washington,1259,23.65,23.65
571,1999,Influenza and pneumonia,West Virginia,520,25.01,25.01
572,1999,Influenza and pneumonia,Wisconsin,1425,24.6,24.6
573,1999,Influenza and pneumonia,Wyoming,130,30.0,30.0
574,1999,Suicide,Alabama,555,12.46,12.46
575,1999,Suicide,Alaska,96,16.79,16.79
576,1999,Suicide,Arizona,766,15.53,15.53
577,1999,Suicide,Arkansas,336,12.61,12.61
578,1999,Suicide,California,3077,9.59,9.59
579,1999,Suicide,Colorado,574,13.72,13.72
580,1999,Suicide,Connecticut,274,7.94,7.94
581,1999,Suicide,Delaware,86,11.04,11.04
582,1999,Suicide,District of Columbia,30,5.13,5.13
583,1999,Suicide,Florida,2029,12.21,12.21
584,1999,Suicide,Georgia,873,11.15,11.15
585,1999,Suicide,Hawaii,136,11.09,11.09
586,1999,Suicide,Idaho,181,14.79,14.79
587,1999,Suicide,Illinois,1020,8.32,8.32
588,1999,Suicide,Indiana,628,10.41,10.41
589,1999,Suicide,Iowa,305,10.3,10.3
590,1999,Suicide,Kansas,299,11.24,11.24
591,1999,Cancer,Connecticut,7054,191.0,36.931937172774866
592,1999,Suicide,Kentucky,470,11.62,11.62
593,1999,Suicide,Louisiana,518,11.9,11.9
594,1999,Suicide,Maine,175,13.39,13.39
595,1999,Suicide,Maryland,435,8.28,8.28
596,1999,Suicide,Massachusetts,431,6.67,6.67
597,1999,Suicide,Michigan,974,9.88,9.88
598,1999,Suicide,Minnesota,437,8.96,8.96
599,1999,Suicide,Mississippi,304,11.02,11.02
600,1999,Suicide,Missouri,700,12.55,12.55
601,1999,Suicide,Montana,162,17.69,17.69
602,1999,Suicide,Nebraska,177,10.48,10.48
603,1999,Suicide,Nevada,404,21.28,21.28
604,1999,Suicide,New Hampshire,137,11.2,11.2
605,1999,Suicide,New Jersey,563,6.61,6.61
606,1999,Suicide,New Mexico,318,18.05,18.05
607,1999,Suicide,New York,1196,6.27,6.27
608,1999,Suicide,North Carolina,884,11.0,11.0
609,1999,Suicide,North Dakota,73,11.05,11.05
610,1999,Suicide,Ohio,1102,9.66,9.66
611,1999,Suicide,Oklahoma,492,14.42,14.42
612,1999,Suicide,Oregon,478,13.88,13.88
613,1999,Suicide,Pennsylvania,1284,10.28,10.28
614,1999,Suicide,Rhode Island,96,9.06,9.06
615,1999,Suicide,South Carolina,418,10.51,10.51
616,1999,Suicide,South Dakota,103,13.7,13.7
617,1999,Suicide,Tennessee,726,12.69,12.69
618,1999,Suicide,Texas,2005,10.21,10.21
620,1999,Suicide,Utah,282,14.02,14.02
621,1999,Suicide,Vermont,63,10.25,10.25
622,1999,Suicide,Virginia,791,11.2,11.2
623,1999,Suicide,Washington,816,14.03,14.03
624,1999,Suicide,West Virginia,229,12.13,12.13
625,1999,Suicide,Wisconsin,593,11.05,11.05
626,1999,Suicide,Wyoming,98,20.28,20.28
627,1999,Cancer,Alabama,9506,210.9,45.073494547178754
628,1999,Cancer,Alaska,633,190.54,3.3221370840768345
629,1999,Cancer,Arizona,9006,179.9,50.06114508060033
630,1999,Cancer,Arkansas,6137,214.07,28.668192647264913
632,1999,Cancer,Delaware,1737,223.29,7.779121322047562
633,1999,Cancer,District of Columbia,1340,241.35,5.552102755334577
635,1999,Cancer,Georgia,13225,202.25,65.389369592089
636,1999,Cancer,Hawaii,1916,156.58,12.236556392898198
637,1999,Cancer,Idaho,2162,186.36,11.601201974672676
639,1999,Cancer,Indiana,12898,217.36,59.33934486566065
640,1999,Cancer,Iowa,6346,189.13,33.553640353196215
641,1999,Cancer,Kansas,5334,192.38,27.726374883043977
642,1999,Cancer,Kentucky,8925,224.22,39.804656141289804
643,1999,Cancer,Louisiana,9412,230.48,40.83651509892399
644,1999,Cancer,Maine,3035,214.59,14.143249918449134
645,1999,Cancer,Maryland,10143,209.45,48.42683217951779
646,1999,Cancer,Massachusetts,13853,206.36,67.13025780189959
648,1999,Cancer,Minnesota,8892,187.02,47.54571703561116
649,1999,Cancer,Mississippi,6143,227.91,26.953622043789217
650,1999,Cancer,Missouri,12186,207.9,58.61471861471861
651,1999,Cancer,Montana,1854,195.09,9.503306166384744
652,1999,Cancer,Nebraska,3410,189.04,18.03851036817605
653,1999,Cancer,Nevada,3556,206.73,17.20118028346152
654,1999,Cancer,New Hampshire,2408,203.55,11.830017194792434
656,1999,Cancer,New Mexico,2857,173.26,16.489668705990997
659,1999,Cancer,North Dakota,1366,186.67,7.317726469170194
661,1999,Cancer,Oklahoma,7312,206.67,35.38007451492718
662,1999,Cancer,Oregon,6905,198.24,34.83151735270379
664,1999,Cancer,Rhode Island,2463,210.32,11.710726511981742
665,1999,Cancer,South Carolina,8089,211.65,38.21875738247106
666,1999,Cancer,South Dakota,1632,197.43,8.266220939067011
667,1999,Cancer,Tennessee,11943,213.89,55.83711253448035
670,1999,Cancer,Utah,2393,155.65,15.374237070350144
671,1999,Cancer,Vermont,1255,203.72,6.160416257608483
672,1999,Cancer,Virginia,13365,209.05,63.93207366658694
673,1999,Cancer,Washington,10653,198.31,53.718924915536284
674,1999,Cancer,West Virginia,4762,225.14,21.151283645731546
675,1999,Cancer,Wisconsin,10755,195.54,55.00153421294876
676,1999,Cancer,Wyoming,899,195.12,4.607421074210742
677,1999,Kidney Disease,Alabama,979,22.18,22.18
678,1999,Kidney Disease,Alaska,34,13.4,13.4
679,1999,Kidney Disease,Arizona,544,11.11,11.11
680,1999,Kidney Disease,Arkansas,458,15.85,15.85
681,1999,Kidney Disease,California,2261,8.0,8.0
682,1999,Kidney Disease,Colorado,312,9.58,9.58
683,1999,Kidney Disease,Connecticut,457,12.13,12.13
684,1999,Kidney Disease,Delaware,100,13.39,13.39
685,1999,Kidney Disease,District of Columbia,91,16.35,16.35
686,1999,Kidney Disease,Florida,1846,8.91,8.91
687,1999,Kidney Disease,Georgia,1142,18.32,18.32
688,1999,Kidney Disease,Hawaii,133,11.11,11.11
689,1999,Kidney Disease,Idaho,99,8.63,8.63
690,1999,Kidney Disease,Illinois,1965,16.44,16.44
691,1999,Kidney Disease,Indiana,1022,17.34,17.34
692,1999,Kidney Disease,Iowa,226,6.39,6.39
693,1999,Kidney Disease,Kansas,390,13.16,13.16
694,1999,Kidney Disease,Kentucky,685,17.66,17.66
695,1999,Kidney Disease,Louisiana,911,22.92,22.92
696,1999,Kidney Disease,Maine,191,13.35,13.35
697,1999,Kidney Disease,Maryland,563,12.04,12.04
698,1999,Kidney Disease,Massachusetts,1127,16.22,16.22
699,1999,Kidney Disease,Michigan,1417,14.99,14.99
700,1999,Kidney Disease,Minnesota,605,12.14,12.14
701,1999,Kidney Disease,Mississippi,623,23.23,23.23
702,1999,Kidney Disease,Missouri,907,15.11,15.11
703,1999,Kidney Disease,Montana,92,9.62,9.62
704,1999,Kidney Disease,Nebraska,232,12.1,12.1
705,1999,Kidney Disease,Nevada,298,19.17,19.17
706,1999,Kidney Disease,New Hampshire,93,7.99,7.99
707,1999,Kidney Disease,New Jersey,1380,15.85,15.85
708,1999,Kidney Disease,New Mexico,162,10.11,10.11
709,1999,Kidney Disease,New York,2302,11.96,11.96
710,1999,Kidney Disease,North Carolina,1138,15.39,15.39
712,1999,Kidney Disease,North Dakota,85,10.45,10.45
713,1999,Kidney Disease,Ohio,1748,15.02,15.02
714,1999,Kidney Disease,Oklahoma,425,11.93,11.93
715,1999,Kidney Disease,Oregon,260,7.32,7.32
716,1999,Kidney Disease,Pennsylvania,2680,18.01,18.01
717,1999,Kidney Disease,Rhode Island,111,9.01,9.01
718,1999,Kidney Disease,South Carolina,434,11.82,11.82
719,1999,Kidney Disease,South Dakota,97,10.81,10.81
720,1999,Kidney Disease,Tennessee,675,12.34,12.34
721,1999,Kidney Disease,Texas,1669,10.31,10.31
723,1999,Kidney Disease,Utah,135,9.13,9.13
724,1999,Kidney Disease,Vermont,56,9.19,9.19
725,1999,Kidney Disease,Virginia,1035,16.89,16.89
726,1999,Kidney Disease,Washington,278,5.2,5.2
727,1999,Kidney Disease,West Virginia,345,16.4,16.4
728,1999,Kidney Disease,Wisconsin,677,11.88,11.88
729,1999,Kidney Disease,Wyoming,30,6.79,6.79
730,1999,Parkinson's disease,Alabama,207,4.72,4.72
732,1999,Parkinson's disease,Arizona,357,7.41,7.41
733,1999,Parkinson's disease,Arkansas,133,4.57,4.57
734,1999,Parkinson's disease,California,1577,5.71,5.71
735,1999,Parkinson's disease,Colorado,186,5.91,5.91
736,1999,Parkinson's disease,Connecticut,181,4.67,4.67
737,1999,Parkinson's disease,Delaware,40,5.33,5.33
738,1999,Parkinson's disease,District of Columbia,22,3.94,3.94
739,1999,Parkinson's disease,Florida,1112,5.12,5.12
740,1999,Parkinson's disease,Georgia,274,4.64,4.64
741,1999,Parkinson's disease,Hawaii,73,6.17,6.17
742,1999,Parkinson's disease,Idaho,66,5.79,5.79
743,1999,Parkinson's disease,Illinois,700,5.86,5.86
744,1999,Parkinson's disease,Indiana,335,5.69,5.69
745,1999,Parkinson's disease,Iowa,199,5.38,5.38
746,1999,Parkinson's disease,Kansas,171,5.7,5.7
747,1999,Parkinson's disease,Kentucky,180,4.67,4.67
748,1999,Parkinson's disease,Louisiana,211,5.43,5.43
749,1999,Parkinson's disease,Maine,85,5.92,5.92
750,1999,Parkinson's disease,Maryland,261,5.78,5.78
751,1999,Parkinson's disease,Massachusetts,422,5.96,5.96
752,1999,Parkinson's disease,Michigan,522,5.55,5.55
753,1999,Parkinson's disease,Minnesota,414,8.36,8.36
754,1999,Parkinson's disease,Mississippi,119,4.47,4.47
755,1999,Parkinson's disease,Missouri,315,5.24,5.24
756,1999,Parkinson's disease,Montana,55,5.74,5.74
757,1999,Parkinson's disease,Nebraska,118,6.02,6.02
758,1999,Parkinson's disease,Nevada,71,5.13,5.13
759,1999,Parkinson's disease,New Hampshire,64,5.59,5.59
760,1999,Parkinson's disease,New Jersey,436,4.99,4.99
761,1999,Parkinson's disease,New Mexico,85,5.5,5.5
762,1999,Parkinson's disease,New York,589,3.05,3.05
763,1999,Parkinson's disease,North Carolina,359,5.0,5.0
764,1999,Parkinson's disease,North Dakota,50,6.17,6.17
765,1999,Parkinson's disease,Ohio,649,5.55,5.55
766,1999,Parkinson's disease,Oklahoma,183,5.14,5.14
767,1999,Parkinson's disease,Oregon,256,7.21,7.21
768,1999,Parkinson's disease,Pennsylvania,754,4.94,4.94
769,1999,Parkinson's disease,Rhode Island,55,4.31,4.31
770,1999,Parkinson's disease,South Carolina,175,4.93,4.93
771,1999,Parkinson's disease,South Dakota,41,4.56,4.56
772,1999,Parkinson's disease,Tennessee,218,4.09,4.09
773,1999,Parkinson's disease,Texas,879,5.68,5.68
775,1999,Parkinson's disease,Utah,109,7.63,7.63
776,1999,Parkinson's disease,Vermont,51,8.37,8.37
777,1999,Parkinson's disease,Virginia,347,5.89,5.89
778,1999,Parkinson's disease,Washington,411,7.78,7.78
779,1999,Parkinson's disease,West Virginia,97,4.58,4.58
780,1999,Parkinson's disease,Wisconsin,340,5.95,5.95
781,1999,Parkinson's disease,Wyoming,24,5.58,5.58
782,1999,Pneumonitis due to solids and liquids,Alabama,306,7.01,7.01
784,1999,Pneumonitis due to solids and liquids,Arizona,218,4.63,4.63
785,1999,Pneumonitis due to solids and liquids,Arkansas,157,5.41,5.41
786,1999,Pneumonitis due to solids and liquids,California,355,1.29,1.29
787,1999,Pneumonitis due to solids and liquids,Colorado,211,6.67,6.67
788,1999,Pneumonitis due to solids and liquids,Connecticut,342,8.75,8.75
789,1999,Pneumonitis due to solids and liquids,Delaware,71,9.89,9.89
790,1999,Pneumonitis due to solids and liquids,District of Columbia,39,6.98,6.98
791,1999,Pneumonitis due to solids and liquids,Florida,990,4.66,4.66
792,1999,Pneumonitis due to solids and liquids,Georgia,446,7.55,7.55
793,1999,Pneumonitis due to solids and liquids,Hawaii,80,6.79,6.79
794,1999,Pneumonitis due to solids and liquids,Idaho,59,5.15,5.15
795,1999,Pneumonitis due to solids and liquids,Illinois,827,6.9,6.9
796,1999,Pneumonitis due to solids and liquids,Indiana,311,5.28,5.28
797,1999,Pneumonitis due to solids and liquids,Iowa,221,5.84,5.84
798,1999,Pneumonitis due to solids and liquids,Kansas,176,5.82,5.82
799,1999,Pneumonitis due to solids and liquids,Kentucky,296,7.79,7.79
800,1999,Pneumonitis due to solids and liquids,Louisiana,211,5.4,5.4
801,1999,Pneumonitis due to solids and liquids,Maine,74,5.15,5.15
802,1999,Pneumonitis due to solids and liquids,Maryland,415,9.11,9.11
803,1999,Pneumonitis due to solids and liquids,Massachusetts,471,6.62,6.62
804,1999,Pneumonitis due to solids and liquids,Michigan,510,5.45,5.45
805,1999,Pneumonitis due to solids and liquids,Minnesota,219,4.35,4.35
806,1999,Pneumonitis due to solids and liquids,Mississippi,187,7.01,7.01
807,1999,Pneumonitis due to solids and liquids,Missouri,431,7.13,7.13
808,1999,Pneumonitis due to solids and liquids,Montana,60,6.29,6.29
809,1999,Pneumonitis due to solids and liquids,Nebraska,126,6.26,6.26
810,1999,Pneumonitis due to solids and liquids,Nevada,69,4.95,4.95
811,1999,Pneumonitis due to solids and liquids,New Hampshire,51,4.44,4.44
812,1999,Pneumonitis due to solids and liquids,New Jersey,518,5.97,5.97
813,1999,Pneumonitis due to solids and liquids,New Mexico,62,4.06,4.06
814,1999,Pneumonitis due to solids and liquids,New York,662,3.44,3.44
815,1999,Pneumonitis due to solids and liquids,North Carolina,557,7.78,7.78
816,1999,Pneumonitis due to solids and liquids,North Dakota,50,5.94,5.94
817,1999,Pneumonitis due to solids and liquids,Ohio,693,6.0,6.0
818,1999,Pneumonitis due to solids and liquids,Oklahoma,296,8.27,8.27
819,1999,Pneumonitis due to solids and liquids,Oregon,155,4.38,4.38
820,1999,Pneumonitis due to solids and liquids,Pennsylvania,1169,7.76,7.76
821,1999,Pneumonitis due to solids and liquids,Rhode Island,58,4.59,4.59
822,1999,Pneumonitis due to solids and liquids,South Carolina,249,7.16,7.16
823,1999,Pneumonitis due to solids and liquids,South Dakota,29,3.1,3.1
824,1999,Pneumonitis due to solids and liquids,Tennessee,448,8.42,8.42
825,1999,Septicemia,North Dakota,36,4.77,4.77
826,1999,Pneumonitis due to solids and liquids,Texas,984,6.3,6.3
828,1999,Pneumonitis due to solids and liquids,Utah,84,5.73,5.73
829,1999,Pneumonitis due to solids and liquids,Vermont,28,4.52,4.52
830,1999,Pneumonitis due to solids and liquids,Virginia,489,8.3,8.3
831,1999,Pneumonitis due to solids and liquids,Washington,308,5.77,5.77
832,1999,Pneumonitis due to solids and liquids,West Virginia,114,5.47,5.47
833,1999,Pneumonitis due to solids and liquids,Wisconsin,359,6.22,6.22
835,1999,Septicemia,Alabama,691,15.6,15.6
836,1999,Septicemia,Alaska,27,8.81,8.81
837,1999,Septicemia,Arizona,346,7.04,7.04
838,1999,Septicemia,Arkansas,475,16.5,16.5
839,1999,Septicemia,California,756,2.66,2.66
840,1999,Septicemia,Colorado,264,7.83,7.83
841,1999,Septicemia,Connecticut,490,12.88,12.88
842,1999,Septicemia,Delaware,103,13.88,13.88
843,1999,Septicemia,District of Columbia,138,24.81,24.81
844,1999,Septicemia,Florida,1498,7.34,7.34
845,1999,Septicemia,Georgia,1137,18.17,18.17
846,1999,Septicemia,Hawaii,167,13.96,13.96
847,1999,Septicemia,Idaho,67,5.82,5.82
848,1999,Septicemia,Illinois,1826,15.25,15.25
849,1999,Septicemia,Indiana,795,13.45,13.45
850,1999,Septicemia,Iowa,248,6.97,6.97
851,1999,Septicemia,Kansas,268,9.26,9.26
852,1999,Septicemia,Kentucky,571,14.7,14.7
853,1999,Septicemia,Louisiana,708,17.87,17.87
854,1999,Septicemia,Maine,116,8.12,8.12
855,1999,Septicemia,Maryland,978,20.95,20.95
856,1999,Septicemia,Massachusetts,885,12.86,12.86
857,1999,Septicemia,Michigan,1142,12.02,12.02
858,1999,Septicemia,Minnesota,223,4.57,4.57
859,1999,Septicemia,Mississippi,426,15.82,15.82
860,1999,Septicemia,Missouri,633,10.71,10.71
861,1999,Septicemia,Montana,73,7.66,7.66
862,1999,Septicemia,Nebraska,110,5.89,5.89
863,1999,Septicemia,Nevada,297,18.83,18.83
864,1999,Septicemia,New Hampshire,66,5.64,5.64
865,1999,Septicemia,New Jersey,1742,20.08,20.08
866,1999,Septicemia,New Mexico,129,7.94,7.94
867,1999,Septicemia,New York,2228,11.6,11.6
868,1999,Septicemia,North Carolina,1010,13.63,13.63
869,1999,Septicemia,Ohio,1514,13.02,13.02
870,1999,Septicemia,Oklahoma,421,11.85,11.85
871,1999,Septicemia,Oregon,189,5.37,5.37
872,1999,Septicemia,Pennsylvania,2545,17.34,17.34
873,1999,Septicemia,Rhode Island,84,6.94,6.94
874,1999,Septicemia,South Carolina,467,12.81,12.81
875,1999,Septicemia,South Dakota,63,7.34,7.34
876,1999,Septicemia,Tennessee,557,10.2,10.2
877,1999,Septicemia,Texas,1918,11.77,11.77
879,1999,Septicemia,Utah,117,7.51,7.51
880,1999,Septicemia,Vermont,45,7.34,7.34
881,1999,Septicemia,Virginia,1092,17.76,17.76
882,1999,Septicemia,Washington,306,5.7,5.7
883,1999,Septicemia,West Virginia,280,13.38,13.38
884,1999,Septicemia,Wisconsin,382,6.78,6.78
885,1999,Septicemia,Wyoming,31,6.81,6.81
886,2000,Unintentional Injuries,Alabama,2093,47.02,47.02
887,2000,Unintentional Injuries,Alaska,343,64.48,64.48
888,2000,Unintentional Injuries,Arizona,2326,46.25,46.25
889,2000,Unintentional Injuries,Arkansas,1267,46.46,46.46
890,2000,Unintentional Injuries,California,8577,26.46,26.46
891,2000,Unintentional Injuries,Colorado,1702,42.55,42.55
892,2000,Unintentional Injuries,Connecticut,1175,32.81,32.81
893,2000,Unintentional Injuries,Delaware,290,37.54,37.54
894,2000,Unintentional Injuries,District of Columbia,204,35.73,35.73
895,2000,Unintentional Injuries,Florida,6267,37.29,37.29
896,2000,Unintentional Injuries,Georgia,3103,40.83,40.83
897,2000,Unintentional Injuries,Hawaii,343,28.2,28.2
898,2000,Unintentional Injuries,Idaho,518,41.45,41.45
899,2000,Unintentional Injuries,Illinois,4041,32.77,32.77
900,2000,Unintentional Injuries,Indiana,2139,35.37,35.37
901,2000,Unintentional Injuries,Iowa,1070,33.43,33.43
902,2000,Unintentional Injuries,Kansas,1054,38.04,38.04
903,2000,Unintentional Injuries,Kentucky,1838,45.65,45.65
904,2000,Unintentional Injuries,Louisiana,2006,45.88,45.88
905,2000,Unintentional Injuries,Maine,407,30.87,30.87
906,2000,Unintentional Injuries,Maryland,1182,23.25,23.25
907,2000,Unintentional Injuries,Massachusetts,1357,20.21,20.21
908,2000,Unintentional Injuries,Michigan,3220,32.87,32.87
909,2000,Unintentional Injuries,Minnesota,1711,34.28,34.28
910,2000,Unintentional Injuries,Mississippi,1653,58.88,58.88
911,2000,Unintentional Injuries,Missouri,2398,41.9,41.9
912,2000,Unintentional Injuries,Montana,495,53.94,53.94
913,2000,Unintentional Injuries,Nebraska,640,35.3,35.3
914,2000,Unintentional Injuries,Nevada,730,38.65,38.65
915,2000,Unintentional Injuries,New Hampshire,321,26.27,26.27
916,2000,Unintentional Injuries,New Jersey,2284,26.74,26.74
917,2000,Unintentional Injuries,New Mexico,995,56.8,56.8
918,2000,Unintentional Injuries,New York,4244,22.04,22.04
919,2000,Unintentional Injuries,North Carolina,3525,44.68,44.68
920,2000,Unintentional Injuries,North Dakota,248,35.29,35.29
921,2000,Unintentional Injuries,Ohio,3492,30.53,30.53
922,2000,Unintentional Injuries,Oklahoma,1566,44.89,44.89
923,2000,Unintentional Injuries,Oregon,1248,35.75,35.75
924,2000,Unintentional Injuries,Pennsylvania,4583,35.24,35.24
925,2000,Unintentional Injuries,Rhode Island,235,20.45,20.45
926,2000,Unintentional Injuries,South Carolina,1974,50.03,50.03
927,2000,Unintentional Injuries,South Dakota,321,41.16,41.16
928,2000,Unintentional Injuries,Tennessee,2743,48.54,48.54
929,2000,Unintentional Injuries,Texas,7407,37.64,37.64
931,2000,Unintentional Injuries,Utah,665,34.21,34.21
932,2000,Unintentional Injuries,Vermont,234,38.05,38.05
933,2000,Unintentional Injuries,Virginia,2396,35.35,35.35
